index,exposure_id,exp_createdate,exp_claim_id,exp_lossparty,exp_coverage_id,exp_incident_id,exp_vehicle_id,exp_group,exp_type,exp_closedate,exp_status,exp_resolution
332,EXP01-10004,2018-05-22,CLM01-1004289,Insured,COV01-1000001,INC01-100332,873B9A0D90364564,Fire/Theft,COL,2018-06-17,Closed,Duplicate
333,EXP01-10001,2018-03-13,CLM01-1000424,Insured,COV01-1000002,INC01-100333,99458CDF98F9495F,Tow,GLASS,,Open,Closed with payments
334,EXP01-10002,2018-04-07,CLM01-1001007,Insured,COV01-1000002,INC01-100334,202178D6968742F4,Medical Claims,BI,2018-05-08,Closed,Rejected
335,EXP01-10004,2018-10-11,CLM01-1008637,Insured,COV01-1000001,INC01-100335,AFC8BAF44A0D4385,Subrogation,COL,,Open,Duplicate
336,EXP01-10004,2018-09-01,CLM01-1007587,Insured,COV01-1000002,INC01-100336,D1F6FC0399994908,Tow,COL,2018-09-30,Closed,Closed without payment
337,EXP01-10003,2018-01-30,CLM01-1009996,Thirdparty,COV01-1000002,INC01-100337,EC9312883CEA40AF,Total Loss,COMP,2018-02-27,Closed,Closed with payments
338,EXP01-10002,2018-05-04,CLM01-1010966,Insured,COV01-1000004,INC01-100338,F2A82EC061344136,Fire/Theft,BI,2018-05-30,Closed,Closed with payments
339,EXP01-10004,2018-08-31,CLM01-1009104,Insured,COV01-1000001,INC01-100339,7DFD867928FF4D2F,Injury,COL,2018-09-28,Closed,Duplicate
340,EXP01-10001,2018-08-06,CLM01-1004646,Thirdparty,COV01-1000001,INC01-100340,395CDBD6D38E4389,Injury,GLASS,2018-08-15,Closed,Closed with payments
341,EXP01-10005,2018-09-26,CLM01-1000196,Insured,COV01-1000005,INC01-100341,42B1668FBD0E43E6,houseowners Low Compound,PD,2018-10-25,Closed,Closed without payment
342,EXP01-10003,2018-12-15,CLM01-1000510,Insured,COV01-1000001,INC01-100342,BDF07F2E6102473B,Subrogation,COMP,,Open,Rejected
343,EXP01-10005,2018-09-17,CLM01-1008175,Insured,COV01-1000001,INC01-100343,3ACCCFC32C394A99,Medical Claims,PD,2018-10-18,Closed,Closed with payments
344,EXP01-10001,2018-09-16,CLM01-1008789,Insured,COV01-1000002,INC01-100344,C4F4B07AA4104E90,Tow,GLASS,2018-09-23,Closed,Closed with payments
345,EXP01-10004,2018-08-19,CLM01-1000238,Insured,COV01-1000002,INC01-100345,A96245F461D547AE,Physical,COL,2018-09-18,Closed,Reported in siu
346,EXP01-10005,2018-05-06,CLM01-1004028,Thirdparty,COV01-1000002,INC01-100346,FA516B655850461B,Salvage,PD,2018-06-01,Closed,Closed with payments
347,EXP01-10005,2018-12-20,CLM01-1000174,Insured,COV01-1000001,INC01-100347,3C4B6A411E7740A2,Injury,PD,2019-01-17,Closed,Closed with payments
348,EXP01-10004,2018-12-01,CLM01-1007100,Insured,COV01-1000002,INC01-100348,698CBFF37A4E4F25,Total Loss,COL,,Open,Duplicate
349,EXP01-10003,2018-07-16,CLM01-1006881,Insured,COV01-1000002,INC01-100349,E293F378050C41B6,Injury,COMP,2018-08-08,Closed,Duplicate
350,EXP01-10002,2018-10-30,CLM01-1009134,Insured,COV01-1000001,INC01-100350,E928581647DC4917,FastTrack,BI,,Open,Duplicate
351,EXP01-10004,2018-12-15,CLM01-1010605,Insured,COV01-1000002,INC01-100351,FBABD28220DD4B51,Tow,COL,,Open,Reported in siu
352,EXP01-10004,2018-11-01,CLM01-1000870,Thirdparty,COV01-1000001,INC01-100352,9B01A26506C64E6A,Injury,COL,,Open,Duplicate
353,EXP01-10005,2018-03-12,CLM01-1004202,Thirdparty,COV01-1000001,INC01-100353,A1FAFFB1378044FC,Total Loss,PD,2018-04-13,Closed,Duplicate
354,EXP01-10004,2018-08-30,CLM01-1006732,Insured,COV01-1000001,INC01-100354,B539341577F541A0,Physical,COL,2018-09-27,Closed,Closed without payment
355,EXP01-10003,2018-04-02,CLM01-1004312,Thirdparty,COV01-1000001,INC01-100355,D91EF933FEE64EB4,FastTrack,COMP,2018-04-30,Closed,Closed without payment
356,EXP01-10001,2018-04-18,CLM01-1003431,Thirdparty,COV01-1000002,INC01-100356,AC30A22EB1E04532,Analyst Vendor IPD,GLASS,2018-04-23,Closed,Closed with payments
357,EXP01-10003,2018-09-09,CLM01-1010507,Insured,COV01-1000001,INC01-100357,FCB79B01F94243FF,Medical Claims,COMP,2018-10-11,Closed,Closed with payments
358,EXP01-10005,2018-10-12,CLM01-1009334,Thirdparty,COV01-1000002,INC01-100358,841544B456604687,Tow,PD,,Open,Closed without payment
359,EXP01-10001,2018-01-21,CLM01-1008295,Insured,COV01-1000001,INC01-100359,D72A5B18BB524225,Subrogation,GLASS,2018-02-03,Closed,Closed with payments
360,EXP01-10003,2019-02-01,CLM01-1000764,Insured,COV01-1000001,INC01-100360,81014A8E16DD4793,Injury,COMP,,Open,Rejected
361,EXP01-10003,2018-08-21,CLM01-1004791,Insured,COV01-1000002,INC01-100361,2560046C52324DEA,houseowners Low Compound,COMP,2018-09-22,Closed,Duplicate
362,EXP01-10001,2018-12-01,CLM01-1001921,Insured,COV01-1000002,INC01-100362,5947AE4DC3AF4AE2,Subrogation,GLASS,2018-12-09,Closed,Duplicate
363,EXP01-10002,2018-11-12,CLM01-1003355,Thirdparty,COV01-1000001,INC01-100363,EDEA7D3689164616,FastTrack,BI,,Open,Closed without payment
364,EXP01-10005,2018-04-04,CLM01-1004508,Insured,COV01-1000001,INC01-100364,138B6D998D6C47D5,Injury,PD,2018-05-04,Closed,Closed without payment
365,EXP01-10004,2018-11-16,CLM01-1009294,Insured,COV01-1000002,INC01-100365,0AB7B29AEF8940BF,Tow,COL,,Open,Closed with payments
366,EXP01-10005,2018-09-14,CLM01-1003737,Insured,COV01-1000001,INC01-100366,5CFD604A9FC648F4,Tow,PD,,Open,Closed with payments
367,EXP01-10005,2018-02-04,CLM01-1000252,Thirdparty,COV01-1000001,INC01-100367,AD92BC3070EE47B9,houseowners Low Compound,PD,,Open,Rejected
368,EXP01-10005,2018-08-02,CLM01-1006073,Insured,COV01-1000001,INC01-100368,B2045A7705C8497A,Salvage,PD,2018-09-01,Closed,Closed with payments
369,EXP01-10001,2018-09-11,CLM01-1000494,Thirdparty,COV01-1000004,INC01-100369,A272298D70094529,Analyst Vendor IPD,GLASS,2018-09-16,Closed,Duplicate
370,EXP01-10003,2018-09-09,CLM01-1004185,Insured,COV01-1000002,INC01-100370,7041973983D445D0,Total Loss,COMP,2018-10-06,Closed,Closed with payments
371,EXP01-10001,2018-05-13,CLM01-1003557,Insured,COV01-1000002,INC01-100371,7BD19B5C811642B4,Medical Claims,GLASS,,Open,Closed without payment
372,EXP01-10001,2018-07-21,CLM01-1008836,Thirdparty,COV01-1000001,INC01-100372,D3D55135D66D496A,Subrogation,GLASS,2018-07-28,Closed,Closed with payments
373,EXP01-10003,2018-12-03,CLM01-1001674,Thirdparty,COV01-1000001,INC01-100373,DE726774B79F4888,Tow,COMP,2018-12-31,Closed,Closed with payments
374,EXP01-10004,2018-03-31,CLM01-1003255,Insured,COV01-1000001,INC01-100374,49F1442E3AC243B1,houseowners compound,COL,2018-05-03,Closed,Duplicate
375,EXP01-10004,2018-09-27,CLM01-1006275,Thirdparty,COV01-1000001,INC01-100375,FCCCF1B5807C425B,FastTrack,COL,2018-10-24,Closed,Reported in siu
376,EXP01-10001,2018-04-22,CLM01-1007713,Insured,COV01-1000004,INC01-100376,086049DF5F344E63,FastTrack,GLASS,2018-04-28,Closed,Closed without payment
377,EXP01-10002,2018-05-16,CLM01-1001297,Insured,COV01-1000004,INC01-100377,A421845D2D524D0F,Medical Claims,BI,2018-06-10,Closed,Rejected
378,EXP01-10005,2018-06-10,CLM01-1010635,Thirdparty,COV01-1000003,INC01-100378,F495BF8A52F14A2E,Injury-Compound,PD,2018-07-09,Closed,Closed without payment
379,EXP01-10004,2018-06-22,CLM01-1000031,Thirdparty,COV01-1000001,INC01-100379,FBE1815ABC93410D,Analyst Vendor IPD,COL,2018-07-21,Closed,Closed without payment
380,EXP01-10001,2018-10-18,CLM01-1001002,Insured,COV01-1000001,INC01-100380,7EA2C4B000CF4DDC,Physical,GLASS,,Open,Closed with payments
381,EXP01-10003,2019-01-21,CLM01-1000995,Thirdparty,COV01-1000002,INC01-100381,7344E9DC5DC54244,Glass,COMP,,Open,Reported in siu
382,EXP01-10002,2018-10-15,CLM01-1005542,Insured,COV01-1000005,INC01-100382,2DD48349C2B94B2C,Fire/Theft,BI,,Open,Closed without payment
383,EXP01-10004,2018-09-23,CLM01-1004192,Thirdparty,COV01-1000002,INC01-100383,836EA3BD02584A48,Salvage,COL,2018-10-20,Closed,Duplicate
384,EXP01-10004,2018-06-28,CLM01-1004851,Thirdparty,COV01-1000003,INC01-100384,0996F32CCA2F4B56,Subrogation,COL,2018-07-21,Closed,Closed without payment
385,EXP01-10005,2018-01-07,CLM01-1010689,Thirdparty,COV01-1000002,INC01-100385,B48E294B61A444A3,General,PD,2018-02-03,Closed,Closed with payments
386,EXP01-10004,2018-10-09,CLM01-1009227,Thirdparty,COV01-1000002,INC01-100386,6166E8A6EE9645B1,Tow,COL,,Open,Closed without payment
387,EXP01-10004,2018-01-16,CLM01-1009805,Insured,COV01-1000001,INC01-100387,D080AC4682374ED5,Injury,COL,2018-02-08,Closed,Duplicate
389,EXP01-10002,2018-08-17,CLM01-1009887,Insured,COV01-1000001,INC01-100389,992DD10DB6014984,Injury,BI,2018-09-09,Closed,Rejected
390,EXP01-10002,2018-10-07,CLM01-1008748,Thirdparty,COV01-1000002,INC01-100390,D398640F0AA94291,Total Loss,BI,,Open,Duplicate
391,EXP01-10003,2018-08-22,CLM01-1000521,Thirdparty,COV01-1000002,INC01-100391,A1B6FD5427BE40EB,General,COMP,,Open,Reported in siu
392,EXP01-10005,2018-08-03,CLM01-1002467,Thirdparty,COV01-1000002,INC01-100392,9143281CF7334410,Salvage,PD,2018-08-29,Closed,Duplicate
393,EXP01-10005,2018-05-01,CLM01-1002448,Insured,COV01-1000002,INC01-100393,43031ECAFD244D16,Injury,PD,2018-05-27,Closed,Closed without payment
394,EXP01-10002,2018-02-22,CLM01-1006694,Insured,COV01-1000001,INC01-100394,7CEDB62E6CB1497E,Fire/Theft,BI,2018-03-26,Closed,Duplicate
395,EXP01-10003,2018-01-06,CLM01-1006279,Insured,COV01-1000004,INC01-100395,3309FE3816EE40CF,Total Loss,COMP,,Open,Duplicate
396,EXP01-10003,2018-03-13,CLM01-1003133,Thirdparty,COV01-1000002,INC01-100396,DE17363C35E54445,Tow,COMP,,Open,Duplicate
397,EXP01-10005,2018-03-05,CLM01-1010745,Thirdparty,COV01-1000002,INC01-100397,F53043FF8E144C9B,Glass,PD,2018-04-01,Closed,Duplicate
398,EXP01-10002,2018-09-29,CLM01-1008443,Insured,COV01-1000002,INC01-100398,5B2807C238D74276,Tow,BI,2018-10-29,Closed,Closed without payment
399,EXP01-10003,2018-06-24,CLM01-1010705,Thirdparty,COV01-1000002,INC01-100399,B100C88596EF40B6,FastTrack,COMP,,Open,Closed with payments
400,EXP01-10004,2018-08-21,CLM01-1007341,Insured,COV01-1000001,INC01-100400,84E44214CC9A4469,FastTrack,COL,2018-09-21,Closed,Closed with payments
401,EXP01-10005,2018-02-15,CLM01-1009552,Insured,COV01-1000001,INC01-100401,4BEF32C11E684787,houseowners Low Compound,PD,2018-03-15,Closed,Duplicate
402,EXP01-10003,2018-12-24,CLM01-1010941,Insured,COV01-1000004,INC01-100402,C05C2BD6C89C4ECF,Analyst Vendor IPD,COMP,,Open,Closed without payment
403,EXP01-10005,2018-05-11,CLM01-1005303,Insured,COV01-1000001,INC01-100403,381C932D58D34AF9,Injury-Compound,PD,2018-06-10,Closed,Reported in siu
404,EXP01-10003,2018-01-13,CLM01-1010159,Thirdparty,COV01-1000004,INC01-100404,E1C616BC08B44401,Fire/Theft,COMP,2018-02-12,Closed,Closed with payments
405,EXP01-10002,2019-01-28,CLM01-1007359,Thirdparty,COV01-1000001,INC01-100405,9A5DB4E989774813,FastTrack,BI,,Open,Duplicate
406,EXP01-10003,2018-10-20,CLM01-1008668,Insured,COV01-1000003,INC01-100406,BDEAB1A9BABD44FC,houseowners Low Compound,COMP,,Open,Closed without payment
407,EXP01-10003,2019-01-07,CLM01-1005462,Insured,COV01-1000002,INC01-100407,CEE350D646A54A10,Salvage,COMP,,Open,Duplicate
408,EXP01-10005,2018-04-19,CLM01-1006998,Thirdparty,COV01-1000002,INC01-100408,FCCD7DDB94D9411D,Physical,PD,2018-05-21,Closed,Reported in siu
409,EXP01-10005,2018-05-19,CLM01-1002981,Insured,COV01-1000002,INC01-100409,0F0B08079B8D4895,FastTrack,PD,2018-06-17,Closed,Duplicate
410,EXP01-10001,2019-01-22,CLM01-1005735,Insured,COV01-1000001,INC01-100410,61EC121AB19148A4,FastTrack,GLASS,,Open,Closed with payments
411,EXP01-10004,2018-06-23,CLM01-1002971,Insured,COV01-1000002,INC01-100411,52ABD55FF77D4C3E,Tow,COL,2018-07-20,Closed,Reported in siu
412,EXP01-10003,2018-08-10,CLM01-1010349,Insured,COV01-1000004,INC01-100412,8918473C5E8A48A2,Fire/Theft,COMP,2018-09-07,Closed,Reported in siu
413,EXP01-10003,2018-01-09,CLM01-1007832,Insured,COV01-1000004,INC01-100413,78303300C7834791,houseowners Low Compound,COMP,2018-02-09,Closed,Rejected
414,EXP01-10005,2018-11-28,CLM01-1001492,Thirdparty,COV01-1000002,INC01-100414,866D1AECE6404F7B,Glass,PD,,Open,Closed with payments
415,EXP01-10001,2018-04-09,CLM01-1006960,Thirdparty,COV01-1000002,INC01-100415,305F33A4C61F485B,houseowners compound,GLASS,2018-04-15,Closed,Duplicate
416,EXP01-10003,2018-04-10,CLM01-1003424,Thirdparty,COV01-1000002,INC01-100416,54EC2641DB464CA3,Injury,COMP,2018-05-04,Closed,Closed with payments
417,EXP01-10002,2018-01-20,CLM01-1008938,Insured,COV01-1000001,INC01-100417,B3FD02AEF2CF48D0,Salvage,BI,2018-02-18,Closed,Rejected
418,EXP01-10003,2018-02-13,CLM01-1009514,Thirdparty,COV01-1000001,INC01-100418,BDBBD2ADAEDD4ED8,Tow,COMP,2018-03-14,Closed,Reported in siu
419,EXP01-10002,2019-01-06,CLM01-1004519,Insured,COV01-1000002,INC01-100419,3E700B0AD1144BBE,Fire/Theft,BI,,Open,Rejected
420,EXP01-10003,2018-10-19,CLM01-1009998,Thirdparty,COV01-1000001,INC01-100420,E87F747307044DF1,Injury-Compound,COMP,,Open,Duplicate
421,EXP01-10005,2018-08-19,CLM01-1001075,Thirdparty,COV01-1000001,INC01-100421,82046AB1C7734207,Analyst Vendor IPD,PD,,Open,Closed with payments
422,EXP01-10005,2018-04-18,CLM01-1006042,Thirdparty,COV01-1000002,INC01-100422,0E606445EC1D44C4,Physical,PD,,Open,Duplicate
423,EXP01-10003,2018-10-07,CLM01-1005266,Insured,COV01-1000002,INC01-100423,7831EAF6427F4EBA,FastTrack,COMP,,Open,Duplicate
424,EXP01-10005,2018-10-12,CLM01-1009543,Thirdparty,COV01-1000004,INC01-100424,C8767EE259724080,Injury,PD,2018-11-11,Closed,Rejected
425,EXP01-10003,2018-06-12,CLM01-1004973,Insured,COV01-1000002,INC01-100425,8AAF2494D8774098,General,COMP,2018-07-10,Closed,Closed with payments
426,EXP01-10002,2018-12-01,CLM01-1010361,Insured,COV01-1000005,INC01-100426,41D294F969454346,FastTrack,BI,,Open,Rejected
427,EXP01-10004,2018-03-02,CLM01-1009376,Thirdparty,COV01-1000001,INC01-100427,2AE4B58756004385,Injury,COL,2018-03-29,Closed,Duplicate
428,EXP01-10003,2018-04-01,CLM01-1008978,Insured,COV01-1000002,INC01-100428,5937B35003FB4C34,houseowners compound,COMP,2018-04-28,Closed,Duplicate
429,EXP01-10003,2018-05-25,CLM01-1002396,Thirdparty,COV01-1000002,INC01-100429,FFC6657329F64431,Salvage,COMP,2018-06-25,Closed,Rejected
430,EXP01-10005,2018-10-11,CLM01-1009334,Thirdparty,COV01-1000001,INC01-100430,EDD6B15882644FB5,Tow,PD,,Open,Closed without payment
431,EXP01-10002,2018-04-04,CLM01-1006672,Insured,COV01-1000002,INC01-100431,F7AEDD6C0F8548F7,Glass,BI,2018-04-30,Closed,Reported in siu
432,EXP01-10004,2018-03-12,CLM01-1010433,Insured,COV01-1000002,INC01-100432,5F337182FB564C86,houseowners compound,COL,2018-04-08,Closed,Closed with payments
433,EXP01-10003,2018-11-30,CLM01-1007611,Insured,COV01-1000001,INC01-100433,A6FA6AE9606846EA,Tow,COMP,2018-12-28,Closed,Duplicate
434,EXP01-10001,2018-10-28,CLM01-1008597,Insured,COV01-1000002,INC01-100434,E669C845763A4E88,houseowners Low Compound,GLASS,2018-11-06,Closed,Closed with payments
435,EXP01-10002,2018-12-09,CLM01-1010437,Thirdparty,COV01-1000002,INC01-100435,78944A27501C4587,Subrogation,BI,,Open,Rejected
436,EXP01-10003,2018-07-24,CLM01-1000171,Insured,COV01-1000001,INC01-100436,B2AF79A578FE4D20,Injury,COMP,,Open,Rejected
437,EXP01-10005,2018-01-12,CLM01-1004607,Insured,COV01-1000001,INC01-100437,74F8A0D89BF74405,houseowners compound,PD,,Open,Rejected
438,EXP01-10002,2018-08-09,CLM01-1002386,Insured,COV01-1000001,INC01-100438,511DB48EE5F0457F,Analyst Vendor IPD,BI,,Open,Rejected
439,EXP01-10003,2018-08-31,CLM01-1003769,Thirdparty,COV01-1000001,INC01-100439,6FD7700F8DA14416,Injury,COMP,2018-09-30,Closed,Reported in siu
440,EXP01-10005,2018-06-12,CLM01-1005107,Insured,COV01-1000002,INC01-100440,A38F3879AC994C86,Analyst Vendor IPD,PD,2018-07-11,Closed,Reported in siu
441,EXP01-10005,2018-06-16,CLM01-1008775,Insured,COV01-1000001,INC01-100441,D4475971B96A44FC,houseowners Low Compound,PD,2018-07-15,Closed,Closed with payments
442,EXP01-10001,2019-01-01,CLM01-1005976,Insured,COV01-1000002,INC01-100442,E4B2BE0BF3514C15,Fire/Theft,GLASS,,Open,Duplicate
443,EXP01-10005,2018-05-23,CLM01-1008395,Insured,COV01-1000005,INC01-100443,9D01D69424114429,Injury,PD,2018-06-17,Closed,Reported in siu
444,EXP01-10003,2018-11-06,CLM01-1005442,Insured,COV01-1000001,INC01-100444,2097CA8D72074FA7,Tow,COMP,,Open,Duplicate
445,EXP01-10001,2018-10-22,CLM01-1010430,Insured,COV01-1000001,INC01-100445,B771802F45FD477B,houseowners compound,GLASS,,Open,Reported in siu
446,EXP01-10002,2018-09-28,CLM01-1007636,Thirdparty,COV01-1000001,INC01-100446,7218B37AC8B14E1E,Medical Claims,BI,2018-10-31,Closed,Closed with payments
447,EXP01-10003,2018-12-31,CLM01-1000414,Insured,COV01-1000005,INC01-100447,CA3D4CB80AB14B9C,houseowners compound,COMP,,Open,Closed with payments
448,EXP01-10001,2018-10-30,CLM01-1001241,Insured,COV01-1000002,INC01-100448,2CF99D9579EA45B4,General,GLASS,,Open,Duplicate
449,EXP01-10002,2018-09-26,CLM01-1006526,Insured,COV01-1000001,INC01-100449,6029A612020B4D2E,Tow,BI,,Open,Reported in siu
450,EXP01-10002,2018-11-11,CLM01-1006557,Thirdparty,COV01-1000002,INC01-100450,18606C4B977B4E67,General,BI,,Open,Rejected
451,EXP01-10004,2018-02-18,CLM01-1002242,Thirdparty,COV01-1000001,INC01-100451,99173E72484F4EAA,Fire/Theft,COL,,Open,Reported in siu
452,EXP01-10004,2018-05-23,CLM01-1004595,Insured,COV01-1000001,INC01-100452,D2166AC041A3467B,Injury,COL,2018-06-17,Closed,Rejected
453,EXP01-10001,2018-01-10,CLM01-1008368,Insured,COV01-1000003,INC01-100453,373E6E4E2CCD4CE4,Medical Claims,GLASS,2018-01-22,Closed,Closed without payment
454,EXP01-10005,2018-06-16,CLM01-1010256,Thirdparty,COV01-1000002,INC01-100454,45B3A6F8E1C642B4,Tow,PD,2018-07-11,Closed,Closed without payment
455,EXP01-10004,2018-12-10,CLM01-1009483,Insured,COV01-1000001,INC01-100455,38110B79477F48DD,houseowners compound,COL,,Open,Closed without payment
456,EXP01-10002,2018-09-13,CLM01-1007527,Insured,COV01-1000001,INC01-100456,45A1455C6B0A4DA6,Total Loss,BI,2018-10-10,Closed,Rejected
457,EXP01-10005,2018-03-03,CLM01-1006754,Insured,COV01-1000005,INC01-100457,7C9B44F0B5EA4727,General,PD,,Open,Closed without payment
458,EXP01-10005,2018-01-21,CLM01-1009133,Insured,COV01-1000001,INC01-100458,DAB6D7774CBA446F,General,PD,,Open,Closed without payment
459,EXP01-10005,2018-07-26,CLM01-1010480,Thirdparty,COV01-1000002,INC01-100459,627549E2341549BD,houseowners compound,PD,2018-08-25,Closed,Duplicate
460,EXP01-10001,2019-01-29,CLM01-1005268,Insured,COV01-1000005,INC01-100460,B4377CD530FB46AA,Glass,GLASS,,Open,Closed with payments
461,EXP01-10002,2018-11-07,CLM01-1001973,Insured,COV01-1000001,INC01-100461,C2E20B7AD5FE4C75,Total Loss,BI,,Open,Duplicate
462,EXP01-10002,2019-01-10,CLM01-1000518,Insured,COV01-1000002,INC01-100462,6A738CCE783F4FF2,houseowners Low Compound,BI,,Open,Reported in siu
463,EXP01-10003,2018-09-13,CLM01-1000305,Thirdparty,COV01-1000001,INC01-100463,E4E2E03B8EFF401D,Fire/Theft,COMP,,Open,Reported in siu
464,EXP01-10005,2019-01-30,CLM01-1004390,Insured,COV01-1000002,INC01-100464,86E22E9764174E3E,Injury,PD,,Open,Reported in siu
465,EXP01-10005,2018-05-31,CLM01-1004641,Thirdparty,COV01-1000002,INC01-100465,4D9CBBA691FE4CE4,Glass,PD,,Open,Closed without payment
466,EXP01-10003,2018-03-05,CLM01-1000053,Insured,COV01-1000002,INC01-100466,473D80DFC8E9427B,Total Loss,COMP,,Open,Duplicate
467,EXP01-10004,2018-04-07,CLM01-1009764,Insured,COV01-1000003,INC01-100467,CCE52F32F5214989,Tow,COL,2018-05-10,Closed,Reported in siu
468,EXP01-10005,2018-03-07,CLM01-1008071,Insured,COV01-1000002,INC01-100468,AB2F6C9089B04F89,Fire/Theft,PD,,Open,Reported in siu
469,EXP01-10001,2018-09-18,CLM01-1003283,Insured,COV01-1000002,INC01-100469,BCD128F9200443C3,Physical,GLASS,2018-09-20,Closed,Closed with payments
470,EXP01-10005,2018-09-10,CLM01-1003396,Insured,COV01-1000001,INC01-100470,D80F4895E0144531,Injury,PD,2018-10-07,Closed,Rejected
471,EXP01-10003,2019-01-21,CLM01-1001381,Thirdparty,COV01-1000005,INC01-100471,C62ABA38CC1E44D9,Injury,COMP,,Open,Rejected
472,EXP01-10004,2018-11-24,CLM01-1009375,Insured,COV01-1000001,INC01-100472,B3EB1AEA36714AE4,General,COL,,Open,Reported in siu
473,EXP01-10004,2018-01-23,CLM01-1009685,Insured,COV01-1000001,INC01-100473,310A0CE25A944B3D,houseowners Low Compound,COL,2018-02-20,Closed,Reported in siu
474,EXP01-10002,2018-06-15,CLM01-1007464,Insured,COV01-1000002,INC01-100474,0A0D55A1A55542F6,Physical,BI,2018-07-12,Closed,Rejected
475,EXP01-10002,2018-08-01,CLM01-1008207,Insured,COV01-1000002,INC01-100475,F0DFACE4FC5E4E02,FastTrack,BI,2018-08-28,Closed,Closed with payments
476,EXP01-10001,2019-01-24,CLM01-1007842,Thirdparty,COV01-1000001,INC01-100476,88B8217DDDC5461B,Fire/Theft,GLASS,,Open,Rejected
477,EXP01-10005,2018-06-28,CLM01-1006787,Thirdparty,COV01-1000002,INC01-100477,345FCB38DAA64905,Glass,PD,2018-07-23,Closed,Rejected
478,EXP01-10002,2018-05-10,CLM01-1009944,Thirdparty,COV01-1000002,INC01-100478,A68750724EEA4743,houseowners compound,BI,,Open,Duplicate
479,EXP01-10004,2018-09-29,CLM01-1002590,Thirdparty,COV01-1000004,INC01-100479,DFBA414AFE5A4CB5,Subrogation,COL,2018-10-28,Closed,Closed without payment
480,EXP01-10005,2019-01-27,CLM01-1000481,Insured,COV01-1000001,INC01-100480,C4DAB47B83E144AA,Medical Claims,PD,,Open,Reported in siu
481,EXP01-10005,2018-12-25,CLM01-1001109,Thirdparty,COV01-1000001,INC01-100481,CAAEEB9706F140DD,houseowners Low Compound,PD,,Open,Closed with payments
482,EXP01-10001,2018-10-21,CLM01-1005860,Insured,COV01-1000001,INC01-100482,C0B35D3D75764ED7,Injury-Compound,GLASS,2018-10-25,Closed,Closed with payments
483,EXP01-10005,2018-03-13,CLM01-1010432,Insured,COV01-1000002,INC01-100483,797BD44BEEF14EA6,Analyst Vendor IPD,PD,2018-04-11,Closed,Rejected
484,EXP01-10005,2018-05-08,CLM01-1001313,Insured,COV01-1000002,INC01-100484,B5E6470B154647EE,Medical Claims,PD,2018-06-04,Closed,Closed with payments
485,EXP01-10001,2018-04-19,CLM01-1000002,Thirdparty,COV01-1000002,INC01-100485,4A7575145BB44A54,Fire/Theft,GLASS,2018-04-26,Closed,Reported in siu
486,EXP01-10004,2018-12-28,CLM01-1002802,Thirdparty,COV01-1000002,INC01-100486,DF88256627C14956,FastTrack,COL,,Open,Rejected
487,EXP01-10001,2018-10-23,CLM01-1010069,Insured,COV01-1000001,INC01-100487,3AC73DCC18BE4E1E,Glass,GLASS,,Open,Closed with payments
488,EXP01-10004,2018-01-20,CLM01-1001406,Insured,COV01-1000002,INC01-100488,DF310E9564364228,General,COL,2018-02-15,Closed,Closed with payments
489,EXP01-10002,2019-01-28,CLM01-1007295,Thirdparty,COV01-1000002,INC01-100489,D6DA58BFEFD6445F,Salvage,BI,,Open,Reported in siu
490,EXP01-10004,2018-12-29,CLM01-1005504,Insured,COV01-1000001,INC01-100490,BBDE18A374474AE3,Total Loss,COL,,Open,Reported in siu
491,EXP01-10003,2019-01-25,CLM01-1001515,Insured,COV01-1000001,INC01-100491,BB7D63D393E84612,Glass,COMP,,Open,Rejected
492,EXP01-10005,2018-08-07,CLM01-1000803,Insured,COV01-1000001,INC01-100492,DBEF3965BA474ECB,General,PD,,Open,Duplicate
493,EXP01-10002,2019-01-25,CLM01-1010353,Thirdparty,COV01-1000004,INC01-100493,16337990F9514F21,Total Loss,BI,,Open,Reported in siu
494,EXP01-10002,2018-01-18,CLM01-1007848,Thirdparty,COV01-1000002,INC01-100494,0802C3A04A5A4DA8,Physical,BI,2018-02-15,Closed,Duplicate
495,EXP01-10001,2018-09-06,CLM01-1000028,Insured,COV01-1000001,INC01-100495,5E28416D498445D6,Salvage,GLASS,2018-09-14,Closed,Rejected
496,EXP01-10002,2018-05-12,CLM01-1005430,Insured,COV01-1000003,INC01-100496,6EB5B7CE92F943FB,Subrogation,BI,2018-06-11,Closed,Reported in siu
497,EXP01-10001,2019-01-03,CLM01-1000248,Insured,COV01-1000002,INC01-100497,48D60FBEF08D4413,Injury-Compound,GLASS,2019-01-08,Closed,Closed without payment
498,EXP01-10003,2018-01-27,CLM01-1002576,Insured,COV01-1000001,INC01-100498,D1AED948433740BF,General,COMP,,Open,Duplicate
499,EXP01-10005,2018-12-25,CLM01-1004295,Insured,COV01-1000002,INC01-100499,D327D4A2AC714004,Total Loss,PD,,Open,Duplicate
500,EXP01-10004,2018-05-25,CLM01-1007632,Insured,COV01-1000002,INC01-100500,33ACD7A77A2F444C,houseowners Low Compound,COL,2018-06-27,Closed,Duplicate
501,EXP01-10003,2018-01-26,CLM01-1010716,Insured,COV01-1000001,INC01-100501,DC844281ED8C4A7D,Salvage,COMP,2018-02-23,Closed,Duplicate
502,EXP01-10005,2018-12-02,CLM01-1005049,Insured,COV01-1000001,INC01-100502,750CDF98FDD245DE,Total Loss,PD,,Open,Closed with payments
