incident_id,incident_vin,incident_desc,driver,is_the_vehicle_driveable
INC01-106042,DBADD2996EFA4B91,parked insured vehicle was hit by unknown other vehicle,Third Party,Y
INC01-106043,462642CEE5FC4EEB,Insured vehicle was backing out of a parking space other vehicle pulled behind insured vehicle and insured vehicle backed into other vehicle,Daughter,Y
INC01-106044,DC428C30563D448C,Insured vehicle backing and collided with other vehicle,Son,Y
INC01-106045,0749A25EE8F444C5,insured vehicle was parked at home depot while insured was shopping. Insured drove the insured vehicle home  when insured later went to drinsured vehiclee the insured vehicle  insured discovered insured vehicle had been damaged.,Self,Y
INC01-106046,30D00C2D1AFF4C21,insured vehicle impacted a pole while parking,Father,
INC01-106047,4B13C65D3CF84F4B,Insured vehicle and other vehicle backing. Insured vehicle and other vehicle collided,Mother,Y
INC01-106048,9B4772C423AA42A0,Insured vehicle hit median,Son,
INC01-106049,F3195A640CC4412A,Insured vehicle was r/e by other vehicle,Spouse,
INC01-106050,22D9EA79B3E04B27,other vehicle lost control of vehicle and hit insured vehicle,Spouse,Y
INC01-106051,3D0BF38908874B75,other vehicle rear ended insured vehicle,Sister,
INC01-106052,222092FF63A44286,insured vehicle hit a curve.,Son,Y
INC01-106053,868B4B876F384FC9,insured vehicle was involved in a hit and run while parked and unoccupied,Son,Y
INC01-106054,54EFD891BC0D4A03,insured vehicle was parked and unattended when unknown other vehicle collided with insured vehicle and left the scene,Sister,Y
INC01-106055,DB49CD4256F74D53,Insured vehicle hit other vehicle,Mother,Y
INC01-106056,93A8C325123043A2,insured vehicle was parked when other vehicle side swept insured vehicle,Mother,Y
INC01-106057,96B85021758D4BD0,insured vehicle was driving straight other vehicle crossed it insured vehicles lane and collided with insured vehicle,Sister,Y
INC01-106058,2BF0FC11221E4336,Other vehicle rear ended insured vehicle.,Brother,
INC01-106059,7A3635115F194D02,Other vehicle rear ended insured vehicle.,Brother,Y
INC01-106060,7FEA1B9416984EAC,Insured vehicle hit other vehicle,Brother,
INC01-106061,EB8250FC6705410B,insured vehicle re by other vehicle1 dodge at traffic light then insured vehicle re other vehicle2,Mother,Y
INC01-106062,03F333C844B54112,insured vehicle hit while parked by unk 3rd party,Brother,
INC01-106063,A804DB9B3E3E4868,insured vehicle and other vehicle collided,Brother,Y
INC01-106064,E7A6AB526DA04B5B,Insured vehicle was parked at home when other vehicle hit insured vehicle.,Brother,Y
INC01-106065,40A998244E2F4606,Insured vehicle and other vehicle were trying to leave the mosque and were in bumper to bumper traffic in line to get out of the gate. Insured vehicle accidentally rolled very lightly into the rear- end of other vehicle.,Father,Y
INC01-106066,C674DE1C34AD45D9,Insured vehicle backing and collided with other vehicle,Daughter,
INC01-106067,B02BD7610934477B,insured vehicle parked car damaged from unk,Mother,Y
INC01-106068,66B7BFD1BB2C427D,I was in a single car accident an hour ago and the car is totaled without a doubt. Flipped and landed upside down  it's trashed,Spouse,
INC01-106069,4AC261220B504EDA,other vehicle turned right from the middle lane and crossed other vehicleer insured vehicle causing a collidedision at intersection,Son,Y
INC01-106070,B254B2D5BAE14D7D,Insured vehicle r/e stopped other vehicle,Mother,Y
INC01-106071,9856E3B27132491F,insured vehicle was driving on the i5 s and hit an abandoned vehicle,Brother,Y
INC01-106072,071A56B6C56C4A4A,insured vehicle and other vehicle backed into each other.,Brother,Y
INC01-106073,91BB76B29BB7456E,insured vehicle was hit by other vehicle while leaving parking spot,Brother,Y
INC01-106074,14D6BE398F7E4538,Insured vehicle backed into tree,Self,Y
INC01-106075,6F8A9B5F2DC04A41,Other vehicle backed into insured vehicle.,Father,
INC01-106076,093992AC83444F8F,other vehicle started mother vehicleing into insured vehicle lane from on coming traffic and ran insured vehicle off road,Daughter,Y
INC01-106077,13B6EAB38AF64C48,insured vehicle was struck by other vehicle when insured vehicle was parked unoccupied in front of the home address collidediding with the second unoccupied insured/insured vehicle2.,Daughter,Y
INC01-106078,A0C5B937B9FD4A61,insured vehicle hit a animal or object in road and damaged insured vehicle,Third Party,Y
INC01-106079,34C83AD0570E4E5B,insured vehicle in parallel parking spot on harrison and insured vehicle had blinker on to get out of spot and when insured vehicle pulled out other vehicle didnt stop and collided with insured vehicle,Sister,Y
INC01-106080,744684CC8BBB4627,other vehicle collided with parked and unoccupied insured vehicle and fled the scene. Hit and run. No claimant information.,Mother,
INC01-106081,F2C24535FBD94927,other vehicle made left hand turn across the front of insured vehicle. Insured vehicle had accident in intersection with other vehicle.,Father,Y
INC01-106082,310CCD6D911347A9,other vehicle stopped suddenly causing insured vehicle to rear end,Brother,Y
INC01-106083,3DF5582F1BEE4244,insured vehicle parked and unoccupied  other vehicle collided with insured vehicle  other vehicle fled,Father,Y
INC01-106084,6ACD7791562A42DA,Insured vehicle parked. Other vehicle sideswiped insured vehicle while parking.,Sister,Y
INC01-106085,73EAFFF578E94B64,insured vehicle cut corner and collided with stopped other vehicle,Third Party,Y
INC01-106086,6A6199FC30CB491E,Insured vehicle had come to a stop in traffic  other vehicle rear ended insured vehicle.,Sister,
INC01-106087,66FBF8A030404655,unknown other vehicle hit insured vehicle while insured vehicle parked,Sister,
INC01-106088,EBA5E3DDEAB34195,insured vehicle attempting to park did not see parking block due to snow and hit parking block.,Sister,Y
INC01-106089,543BAB72F7EF4A5F,while backing up to enter different lane  insured vehicle collided into other vehicle.,Daughter,Y
INC01-106090,5AE5B655B6084998,insured vehicle parked in parking lot on 432 bearon ct  other vehicle1 col with insured vehicle  causing insured vehicle to col with parked other vehicle2  hit and run,Spouse,Y
INC01-106091,7FD8E989952E4287,insured vehicle backed into other vehicle on car lot,Son,
INC01-106092,CEDC9D4242D948A5,insured vehicle hit while parked and unoccupied,Son,Y
INC01-106093,FE7289F3AE514812,as insured was parking his car the other vehicle hit insured vehicle while insured was parking,Spouse,Y
INC01-106094,BF984A423CEB495D,insured vehicle was hit while parked by unk clmnt,Sister,Y
INC01-106095,2FA15AE848DE4CD3,insured vehicle struck by unknown other vehicle,Father,Y
INC01-106096,9A45E96F0A694C98,insured vehicle parked in parking lot  other vehicle col with insured vehicle.,Son,Y
INC01-106097,A1C7C7B449A64EBE,Other vehicle collided with insured vehicle while insured vehicle was parked and unoccupied,Spouse,Y
INC01-106098,6418B9B7AAAC48C9,insured vehicle r/e other vehicle.,Daughter,Y
INC01-106099,E8082EEF529A4B6E,other vehicle stopped suddenly causing insured vehicle to rear end,Spouse,Y
INC01-106100,33A8EBA2E32C49BA,insured vehicle parked and other vehicle hit insured vehicle and drove off,Father,Y
INC01-106101,6BFC098B7CE04D94,other vehicle was turning into the parking spot and hit insured vehicle,Sister,Y
INC01-106102,90C3995787D64745,following up on existing claim,Spouse,
INC01-106103,E40EDB286AC84170,insured called a triple service to put on a spare tire. They did not put it on correctly and the entire rim and tire came off.,Daughter,Y
INC01-106104,5B487C06A7394726,insured vehicle was driving on thew highway when he felt a bump then he saw other vehicle trying to exit the freeway. Other vehicle had hit him on the rear side panel and bumper,Mother,
INC01-106105,CB811B799DF84451,insured vehicle rolled into other vehicle stopped at traffic,Self,Y
INC01-106106,1D22BA687DC145E5,Insured vehicle slowed down for traffic when other vehicle re insured vehicle,Spouse,Y
INC01-106107,BB64C0EACB2F452F,insured vehicle backing out of driving way and scratched other vehicle that was parked,Brother,Y
INC01-106108,B8BA1CA385FB44A9,other vehicle1 collided. with insured vehicle passenger side.,Brother,Y
INC01-106109,E6A1706E01764D16,insured vehicle was driving on highway 101 going south and may have hit something on the road and spun out,Spouse,Y
INC01-106110,396A2B7620F24F25,other vehicle was parked on the street. Other vehicle pulled out of the street parking lane and collided with insured vehicle as insured vehicle was passing other vehicle.,Sister,Y
INC01-106111,6312CC1D911D4648,insured vehicle was pulled out of parking spot other vehicle pulled out and hit the rear end of insured vehicle,Daughter,Y
INC01-106112,677DE389493B4387,Insured vehicle hit other vehicle2 when other vehicle1 was stopped in front  other vehicle1 was in middle of traffic,Spouse,Y
INC01-106113,56D7F149AD4A479A,Other vehicle rear ended insured vehicle.,Third Party,Y
INC01-106114,ED5115FEE6354739,other vehicle was pulling out and collided with insured vehicle.,Spouse,Y
INC01-106115,0260E197465F46EC,insured vehicle backed up into parked other vehicle.,Sister,Y
INC01-106116,BB39C0B928F44FF5,other vehicle1 hit other vehicle2 pushing other vehicle2 into other vehicle3 and pushing other vehicle3 into insured vehicle,Third Party,
INC01-106117,A076F22A28D746D9,other vehicle r/e insured vehicle then other vehicle drove off after police were called,Son,
INC01-106377,1939549387C54883,traffic slowed hit trailer hitch,Father,Y
INC01-106118,8DDEBFFC927A4A20,Insured vehicle merged into other vehicle lane and insured vehicle collided with other vehicle.,Daughter,Y
INC01-106119,89A38D3798994484,Insured vehicle trav n/b and other vehicle trav s/b and other vehicle swerved into insured vehicle lane and swiped insured vehicle,Brother,Y
INC01-106120,3812911C419C4CCC,insured let a friend drinsured vehiclee her car he got pulled over for a dui and also hit a post,Self,Y
INC01-106121,ECABE67D46CB4136,other vehicle hit insured vehicle while backing out of a drinsured vehicleeway,Daughter,Y
INC01-106122,62668E6F2A734D03,insured vehicle was hit by bushy part of tree while parked and unoccupied at residence,Sister,
INC01-106123,0B38A439F9004193,insured vehicle was turning right off galvenston and side swiped other vehicle who was also turning into left lane,Son,Y
INC01-106124,258B9FAF97564132,insured vehicle slid on ice and collided into a pole.,Mother,Y
INC01-106125,0D478BCEBB98464D,insured vehicle was hit while parked in front of the house. Car is in the middle of the street.,Self,Y
INC01-106126,DBD44EDCE8F544CC,insured vehicle backed into other vehicle while it was parked,Son,Y
INC01-106127,06AC192BA1C647EE,other vehicle coll with insured vehicle mon antelope blvd,Brother,Y
INC01-106128,C404E313E88A4755,insured vehicle was parked when hit by other vehicle,Third Party,Y
INC01-106129,15580FB01F1242A0,Insured vehicle rear-ended other vehicle.,Son,Y
INC01-106130,15C763F52DC64AAC,Other vehicle turned left on red light and hit insured vehicle,Father,Y
INC01-106131,A796AEEAF9684252,insured vehicle was making a left turn off of the freeway  and was r/e by other vehicle,Self,Y
INC01-106132,4EFFD5C5104A4F00,insured vehicle was parked when hit by other vehicle,Son,
INC01-106133,2C44AE299CC94408,I v was turning left and other vehicle continuing straight when collidedision occurred.,Third Party,Y
INC01-106134,0032FCB4FAD54ED2,insured vehicle was parked at school and other vehicle backed into insured vehicle,Brother,Y
INC01-106135,39196BD784F2472C,insured vehicle hit fixed object in a parking,Third Party,Y
INC01-106136,B100241FE6514C1D,Insured vehicle hit while parked and unoccupied by an unknown claimant who fled the scene.,Spouse,Y
INC01-106137,C11AE1DA3BB0488A,I was in a single car accident an hour ago and the car is totaled without a doubt. Flipped and landed upside down  it's trashed,Third Party,Y
INC01-106138,6DDF00A5607D4DD0,other vehicle was traveling north on highway 85 when the insured vehicle rear ended the other vehicle.,Self,
INC01-106139,4FC6D07675414874,Insured vehicle was on fwy. Insured vehicle attempted to merge left  lost control and slid into a ditch  collided with a retaining wall.,Third Party,Y
INC01-106140,BD851FCA9C0A4C48,insured vehicle was in car wash  was pushed by machinery into other vehicle poi/insured vehicle- broken grill,Sister,Y
INC01-106141,4F38E74061B84DE6,Other vehicle hit insured vehicle  other vehicle lost control of car and hit insured vehicle on front passenger side  insured vehicle was in left lane  other vehicle in middle lane,Self,Y
INC01-106142,06DADDCA3D594AA8,Insured vehicle trav on 11th st wb  insured vehicle stopped at stop light  other vehicle 1 re insured vehicle  insured vehicle re other vehicle 2,Son,Y
INC01-106143,3108F0D7746C49FC,insured vehicle hit while parked overnight at home  hit in rear but also pushed into sign in front,Sister,Y
INC01-106144,1BE29DDBB0354436,insured vehicle was hit by other vehicle while parked,Sister,Y
INC01-106145,9FF3E4BEA8D34896,other vehicle1 tavon re other vehicle2schelzi causing other vehicle2 schelzi to re insured vehicle audette causing insured vehicle audette to re other vehicle3callghan,Brother,
INC01-106146,0FBD3E90DBFD4C20,Other vehicle hit insured vehicle while switching lanes at a rapid pace,Daughter,Y
INC01-106147,D2E5D084363C49BE,insured vehicle r/e other vehicle.,Daughter,
INC01-106148,A09CF7004D5140A3,Insured vehicle trav n/b and other vehicle trav s/b and other vehicle swerved into insured vehicle lane and swiped insured vehicle,Brother,Y
INC01-106149,0FC10EC9F98840A9,Insured vehicle crossing intersection during a green light  other vehicle1 turned left and hit insured vehicle and other vehicle2,Mother,
INC01-106150,338884CB920842E0,insured vehicle backed up into parked other vehicle.,Son,Y
INC01-106151,009A256A18144565,parked insured vehicle was hit by unknown other vehicle,Daughter,
INC01-106152,AAF83F5396414311,other vehicle collided/ insured vehicle. Poi/other vehicle passenger side insured vehicle.,Third Party,Y
INC01-106153,A7A6B143FD0D4482,insured vehicle was driving on highway 101 going south and may have hit something on the road and spun out,Daughter,Y
INC01-106154,516BF0277AFE4581,insured vehicle was turning left   other vehicle got into lane and hit insured vehicle,Son,Y
INC01-106155,92D9B42FF8A44755,insured vehicle and other vehicle collided,Self,Y
INC01-106156,336E96EFB8B84396,Insured vehicle traveling northbound on I 15 highway ice caused insured vehicle to go into the median,Spouse,Y
INC01-106157,B0B0ACAF37954CA1,insured vehicle crossing intersection. Other vehicle came out from left side and sideswiped other vehicle. Other vehicle driver license suspended.,Brother,Y
INC01-106158,FC16DCD54CC74C4A,Insured vehicle hit other vehicle,Daughter,
INC01-106159,D84A03D755A04413,vehicle pulling out of parking spot  insured vehicle reversing to mother vehiclee out of the way  backing into other vehicle that came around the corner.,Brother,Y
INC01-106160,0E4C271B0B784615,insured vehicle was turning  lost control  the vehicle skid and hit the curb. It flipped 3 times,Sister,Y
INC01-106161,5A63FE4346D7423C,insured vehicle r/e other vehicle,Spouse,Y
INC01-106162,47C3DDE6B53D4ABF,insured vehicle hit a tree at the foot of drinsured vehiclee way / severe damage to front end,Brother,Y
INC01-106163,793501A672E64DF0,insured vehicle 360 spin and hit the concrete wall heavy rains caused insured vehicle to spin,Third Party,
INC01-106164,1B58784C123D42E8,insured vehicle was trying to park  insured vehicle collided with parked other vehicle.,Mother,
INC01-106165,2EE0E2622A5C44D3,Insured vehicle was pulling out into street and ran into other vehicle driver side.,Mother,Y
INC01-106166,9C0DEBFF2398493F,insured vehicle stopped at red light other vehicle1 rear ended insured vehicle other vehicle2 rear ended other vehicle1,Daughter,Y
INC01-106167,54E2B9F937CF43F3,stop and go traffic conditions  insured vehicle rear-ended other vehicle.,Son,
INC01-106169,DA7116C963FD40E1,Insured vehicle crossing intersection during a green light  other vehicle1 turned left and hit insured vehicle and other vehicle2,Daughter,Y
INC01-106170,4F9DFB8F5EFB410A,insured vehicle went into parking lot and hit a pole,Spouse,Y
INC01-106171,59F18D0B490D4F77,Insured vehicle had come to a stop in traffic  other vehicle rear ended insured vehicle.,Father,
INC01-106172,9EF661EEAD404B4C,Other vehicle merged into insured vehicle making a left turn,Daughter,Y
INC01-106173,AC90610EBB634E9B,insured vehicle re by other vehicle,Son,
INC01-106174,41D93B4C4DF04A50,Insured vehicle was completely stopped at a red light  then slightly backed up to see the street sign  insured vehicle tapped the other vehicle,Father,Y
INC01-106175,565A22BD856D4A28,other vehicle hit insured vehicle,Father,Y
INC01-106176,E16CACF77CE24D5F,Other vehicle backed out of parking stall and collided/w insured vehicle.,Daughter,Y
INC01-106177,529F8FCC320B4C54,Other vehicle hit insured vehicle while parked.,Sister,Y
INC01-106178,7777FBDE49DF4ABB,insured vehicle parked car damaged from unk,Daughter,Y
INC01-106179,97A938E0880C4DE5,insured vehicle was rear ended by other vehicle  which caused insured vehicle to hit other vehicle2  which caused other vehicle2 to rear end other vehicle3,Father,Y
INC01-106180,584A65594676433C,insured vehicle backed into other vehicle on car lot,Daughter,
INC01-106181,CC2E460394964779,insured vehicle rear ended other vehicle on el camino drinsured vehiclee,Daughter,Y
INC01-106182,C672F4A21BB04DCC,insured vehicle hit by other vehicle while leaving parking lot. Turning right on main road,Self,Y
INC01-106183,4F30EC7692AF4815,Insured vehicle stopped at red light  waiting to turn right  other vehicle came from behind and hit insured vehicle from the side,Mother,Y
INC01-106184,93FFB7E55C264ED8,insured vehicle traveling on pacific ave  other vehicle turning out of gas station lot struck insured vehicle on pass front corner.,Father,Y
INC01-106185,25350D65E8984EF8,insured vehicle was turning  lost control  the vehicle skid and hit the curb. It flipped 3 times,Spouse,
INC01-106186,12FBAE4FC1B449C9,other vehicle was parked on the street. Other vehicle pulled out of the street parking lane and collided with insured vehicle as insured vehicle was passing other vehicle.,Spouse,Y
INC01-106187,74DA3C30AA714008,Other vehicle rear ended insured vehicle.,Spouse,Y
INC01-106188,6544613ED8CF469B,Other vehicle collided insured vehicle,Sister,Y
INC01-106189,0C393B3E62B54A3D,insured vehicle attempted lane change into turn lane. Insured vehicle r/e other vehicle.,Spouse,Y
INC01-106190,8FCDEA35A85A46B0,I was in a single car accident an hour ago and the car is totaled without a doubt. Flipped and landed upside down  it's trashed,Spouse,Y
INC01-106191,9B6FD22AFA33446A,insured vehicle did not brake soon enough and re other vehicle,Mother,Y
INC01-106192,6F70374FDABC4F9B,insured vehicle was parked and unattended when unknown other vehicle collided with insured vehicle and left the scene,Mother,Y
INC01-106193,89FCC5E4799F4C21,insured vehicle making right turn  other vehicle struck insured vehicle,Mother,Y
INC01-106194,756BFF23791D4E46,insured vehicle parked in parking lot  other vehicle col with insured vehicle.,Daughter,
INC01-106195,7AF50C69357A4C9B,Online claim,Third Party,Y
INC01-106196,9BE5A4155E5D4C83,Insured vehicle backed out of parking spot and a gate opened swings in and out- not a sliding gate. Stationary object and insured vehicle collided.,Mother,Y
INC01-106197,AB2B08569CB04B1E,I v was turning left and other vehicle continuing straight when collidedision occurred.,Self,Y
INC01-106198,7E2CC7D18A304C36,insured vehicle was parked and receinsured vehicleed damage,Son,Y
INC01-106199,AFCDD4523F504173,insured vehicle was hit by other vehicle who ran a red light hitting him on the drinsured vehicleer side.,Mother,Y
INC01-106200,E6BF06FCCE9F4BEC,Insured vehicle hit driver rear bumper of other vehicle,Father,Y
INC01-106201,324454852D7048E1,insured vehicle was in right turn lane and yellow cab was in straight lane but turned into insured vehicle,Brother,Y
INC01-106202,41E595AFD2864364,Other vehicle hit insured vehicle. Other vehicle backing out of parking spot and hit insured vehicle as it was leaving parking lot.,Son,
INC01-106203,BE5FD67F92BA4166,insured vehicle hit a curb and damaged the underside of her vehicle,Mother,Y
INC01-106204,EE9A8A3CC9294A2A,insured vehicle and other vehicle backed out of parking spaces at the same time and collided. Insd repaired his damage.,Self,Y
INC01-106205,A52C9D5B68A94E4B,insured vehicle was rear-ended by other vehicle,Daughter,Y
INC01-106206,F36741F546594EBC,insured vehicle hit a tree at the foot of drinsured vehiclee way / severe damage to front end,Father,Y
INC01-106207,117EF43222064989,Insured vehicle hit while parked and unoccupied by an unknown claimant who fled the scene.,Spouse,
INC01-106208,35C6B8F4F71F4E47,insured vehicle was on 32nd st. When insured vehicle stopped due to traffic when other vehicle rear ended insured vehicle.,Brother,
INC01-106209,00152B5658004FDE,traffic is being directed due to construction and there is only 1 lane on 29th insured vehicle trav on 29th and made a u turn and insured vehicle parked at elevator from the church and other vehicle was trying to pass insured vehicle and collided with insured vehicle,Father,Y
INC01-106210,4B4E41A3D4ED488B,insured vehicle hit by other vehicle while leaving parking lot. Turning right on main road,Daughter,Y
INC01-106211,6E5B5BE1A7E3426E,insured vehicle was driving on the i5 s and hit an abandoned vehicle,Mother,Y
INC01-106212,A298FFBB78F5436D,insured vehicle hit a tree at the foot of drinsured vehiclee way / severe damage to front end,Daughter,Y
INC01-106213,8E8DA64E70954F66,insured vehicle parking his car slid into the other vehicle car in the parking lot,Brother,Y
INC01-106214,9E58BD81B95F4321,traffic slowed hit trailer hitch,Mother,Y
INC01-106215,1FF0DCBA010B43EE,Insured vehicle backed into tree,Self,Y
INC01-106216,8D39B0FF3F394598,insured vehicle and other vehicle where both backing out. Insured vehicle stopped but other vehicle continued and backed into insured vehicle.,Sister,Y
INC01-106217,2A61019530884AE5,insured vehicle drove over debris from storm,Third Party,Y
INC01-106218,0C9A566E7D894F6A,other vehicle r/e insured vehicle,Brother,Y
INC01-106219,DFBB9D0E92F748FF,Other vehicle hit insured vehicle while backing.,Spouse,Y
INC01-106220,E8E62B7D4B79421A,insured vehicle trav nb on side between left and right hand lane  approaching light at busy intersection  other vehicle turned left from babcock onto other lane parallel to insured vehicle and collided,Brother,Y
INC01-106221,85916306AAB74926,Insured vehicle trav n/b and other vehicle trav s/b and other vehicle swerved into insured vehicle lane and swiped insured vehicle,Mother,Y
INC01-106222,E134A7A6893B4149,Insured was backing up out of parking spot and hit claimant,Daughter,Y
INC01-106223,B04C4DF2225647A1,other vehicle re insured vehicle,Mother,Y
INC01-106224,AE67D96570C54A82,insured vehicle foot slipped of pedal and backed into a tree,Mother,Y
INC01-106225,2C85FCA4932042FE,insured vehicle hit while parked by unk 3rd party,Spouse,
INC01-106226,996A0CE91D4A463E,Insured vehicle stopped at red light  waiting to turn right  other vehicle came from behind and hit insured vehicle from the side,Mother,Y
INC01-106227,C8090E90C592432F,insured vehicle was turning right off galvenston and side swiped other vehicle who was also turning into left lane,Son,Y
INC01-106228,39D12E622ED14504,Insured vehicle and other vehicle collided with each other while both backing up,Sister,Y
INC01-106229,89D8D4B228B04680,Other vehicle collided with insured vehicle while insured vehicle was parked and unoccupied,Father,
INC01-106230,C4178292F3B14127,insured vehicle parked in parking lot  other vehicle col with insured vehicle.,Third Party,Y
INC01-106231,B841F46A2C6C4EEB,Insured vehicle was hit while park and unoccupied.,Self,Y
INC01-106232,E0B353531C704F6C,Other vehicle was trying to get into the left lane in front of insured vehicle. Other vehicle did not have space and ended hitting insured vehicle.,Self,Y
INC01-106233,6D03B95F42934D2F,insured vehicle was parked and unattended when unknown other vehicle collided with insured vehicle and left the scene,Sister,Y
INC01-106234,1928C100E6D34ADD,other vehicle1 collided. with insured vehicle passenger side.,Third Party,Y
INC01-106235,42DCF24FAAB3439A,Insured vehicle trav n/b and other vehicle trav s/b and other vehicle swerved into insured vehicle lane and swiped insured vehicle,Daughter,Y
INC01-106236,6BA9C6AABE5847E1,Insured vehicle making left onto highway 50 other vehicle came from right and hit insured vehicle,Son,Y
INC01-106237,7FFEB2BA5C164F11,insured vehicle was struck by other vehicle when insured vehicle was parked unoccupied in front of the home address collidediding with the second unoccupied insured/insured vehicle2.,Daughter,Y
INC01-106238,7E3860170A8E4ABD,insured vehicle attempting to park did not see parking block due to snow and hit parking block.,Brother,
INC01-106239,C52A4AE174784EEE,Insured noticed there was damage done to the hood of the vehicle.,Mother,Y
INC01-106240,9DFF01FE556A45E7,insured vehicle was parked when other vehicle side swept insured vehicle,Father,Y
INC01-106241,BA3E8E0CFC634AAE,insured vehicle pulled in front of ambulance,Brother,Y
INC01-106242,EEFAF477A1B84F02,Insured vehicle turning corner and collided with other vehicle,Sister,Y
INC01-106243,5CA026CCD1514288,Insured vehicle hit other vehicle,Daughter,Y
INC01-106244,A058FCBFCE194283,other vehicle r/e insured vehicle then other vehicle drove off after police were called,Mother,Y
INC01-106245,AED5661ED1FD415A,Other vehicle was stopped in traffic. Insured vehicle r/e other vehicle.,Sister,
INC01-106246,CB380C434BF04C18,insured vehicle did not brake soon enough and re other vehicle,Mother,Y
INC01-106247,70A7F1968B77419A,insured vehicle and other vehicle where both backing out. Insured vehicle stopped but other vehicle continued and backed into insured vehicle.,Brother,Y
INC01-106248,C3BF47297DC94508,insured vehicle side swiped stationary road block,Daughter,Y
INC01-106249,CADCC7764F7C4C1D,insured vehicle backed into other vehicle in parking lot,Son,Y
INC01-106250,D21031D46119421E,insured vehicle made a sharp turn and went into a ditch,Sister,Y
INC01-106251,B45CAADDE87E4E6C,Other vehicle hit insured vehicle  other vehicle lost control of car and hit insured vehicle on front passenger side  insured vehicle was in left lane  other vehicle in middle lane,Third Party,
INC01-106252,1C33CCCF3B1848FF,other vehicle re insured vehicle,Third Party,Y
INC01-106253,6EDA31D0E74B4C24,a boat flew off another vehicle of the insd in a storm collidediding with insured vehicle.,Spouse,Y
INC01-106254,856F72CEF3EF4432,Other vehicle rear ended insured vehicle.,Son,Y
INC01-106255,F72084E6C77F4D32,insured vehicle went into parking lot and hit a pole,Daughter,Y
INC01-106256,5F7562DD6E864ABC,insured vehicle rolled into other vehicle stopped at traffic,Self,Y
INC01-106257,B1AFF282C37A46CF,other vehicle hit insured vehicle,Spouse,Y
INC01-106258,B67C4B6107E044C2,Insured vehicle fell in a pot hole and insured vehicle got damaged.,Daughter,Y
INC01-106259,A2FF11EE83A64BFA,Claimant was backing out of parking spot and hit insured,Son,Y
INC01-106260,D00DE68CBBD5482B,insured vehicle struck other vehicle left turn on yellow,Daughter,Y
INC01-106261,AA562FB3753F4B75,insured vehicle was left park on the street and the car was hit while it was parked dent and scratches on back passenger door up to passenger front door.,Self,Y
INC01-106262,F20BAED4A727404D,Insd foot slipped off brake and insured vehicle hit other vehicle,Daughter,Y
INC01-106263,F90E95B604FA423B,insured vehicle backed out into someone in parking lot.,Brother,Y
INC01-106264,2D8F0622E3154391,other vehicle re insured vehicle,Third Party,Y
INC01-106265,C72C7900CB50456F,insured vehicle impacted a pole while parking,Third Party,Y
INC01-106266,9631EC942D0F4349,insured vehicle was hit while parked.,Brother,Y
INC01-106267,18DD45BC581E4CDA,insured vehicle was rear ended,Son,Y
INC01-106268,08E464CA38404333,other vehicle was turning left in front of insured vehicle causing insured vehicle to collided with other vehicle,Third Party,Y
INC01-106269,EDECDC6617BE4B6B,other vehicle stopped at light. Insured vehicle re with other vehicle,Father,Y
INC01-106270,F654BD31FEC9446D,insured vehicle backing out of driving way and scratched other vehicle that was parked,Self,
INC01-106271,440CEDD46FCF4888,ins walked out to see damage on vehicle,Daughter,Y
INC01-106272,72A20519C3A6491A,Insured vehicle and other vehicle collided with each other while both backing up,Spouse,Y
INC01-106429,5895095D36ED48CA,insured vehicle hit a bumper in the road.,Sister,Y
INC01-106273,5E3CE964FC5C44C9,Insured vehicle left parking lot to make a right hand turn  other vehicle made right hand turn and collided,Mother,Y
INC01-106274,5B9893F2A9B247DA,insured vehicle tried swerving to other lane to avoid hitting other vehicle but didnt work,Father,
INC01-106275,2D3C99BDC0DC4B68,insured vehicle was making a left hand turn off of e hamilton onto east st 10 mp when other vehicle approached from the opposite direction. Both insured vehicle and other vehicle stopped  insured vehicle then proceeded on with his turn as other vehicle came to a stop  at the same time as other vehicle mother vehicleed forward.,Third Party,
INC01-106276,DB61DBF8530D4ED3,insured vehicle did not brake soon enough and re other vehicle,Self,
INC01-106277,BF938908E6B341BE,Other vehicle merged into insured vehicle attempting to change lanes,Third Party,Y
INC01-106278,0D2969FCE756488F,unk other vehicle hit parked insured vehicle and left note saying sorry I hit your car call 916-458-2660.,Self,
INC01-106279,62F83A7852E644EE,insured vehicle and other vehicle where both backing out. Insured vehicle stopped but other vehicle continued and backed into insured vehicle.,Sister,Y
INC01-106280,8C7E1AC400544F70,insured called to report a hit and run on his vehicle,Son,Y
INC01-106281,F1DEF31D08F54834,insured vehicle backed into a cement pole.,Self,
INC01-106282,3BE893E1DCBC49D7,other vehicle1 re insured vehicle causing insured vehicle to collided into other vehicle2 the collided into wall,Brother,
INC01-106283,D013B9F2FE0A4C2F,insured vehicle stopped to park  other vehicle tried to pass  collidediding with insured vehicle left rear side,Third Party,Y
INC01-106284,0EF9A71A7DA84AAE,Insured vehicle had come to a stop in traffic  other vehicle rear ended insured vehicle.,Sister,Y
INC01-106285,3CF4F2F0513141A1,insured vehicle was parked when hit by other vehicle,Brother,Y
INC01-106286,8123722F89AC413A,Other vehicle hit insured vehicle while switching lanes at a rapid pace,Father,Y
INC01-106287,CE3058EB698A446C,insured vehicle r/e by other vehicle.,Son,Y
INC01-106288,712A16B5AEEC4E5F,Insured vehicle was driving and gravel hit windshield and hood,Sister,Y
